date,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure
55,5.0,2.3,65.0,11.0,9.5,6.1,3.8,100558.3
56,5.9,6.8,102.4,8.7,9.2,8.3,1.0,99284.8
57,4.0,4.6,91.2,12.0,6.2,4.3,0.1,99653.7
58,5.8,0.1,39.9,8.2,8.2,4.1,2.6,99591.0
59,3.0,7.3,120.7,9.3,5.3,0.5,0.5,100658.9
60,2.1,8.9,141.2,9.8,4.4,-0.7,0.0,103296.7
61,3.0,7.3,131.8,11.0,5.0,0.1,0.0,104330.7
62,7.0,0.2,39.8,10.7,7.6,4.4,0.3,103937.0
63,7.1,0.5,48.9,12.2,8.9,6.5,0.0,103113.8
64,7.0,0.8,54.4,10.9,9.6,6.8,0.0,102156.2
65,7.0,0.0,40.8,14.8,9.5,8.0,0.0,102105.5
66,5.9,6.9,123.8,12.4,9.6,4.3,0.0,101682.9
67,7.0,5.1,122.6,14.8,9.5,6.7,0.1,102364.6
68,6.9,4.3,110.9,14.9,11.1,6.9,-0.0,102869.6
69,6.9,3.1,89.7,15.3,12.1,9.3,0.2,102684.6
70,5.0,8.5,147.1,11.3,9.3,3.1,0.2,102814.8
71,5.9,0.3,41.1,14.8,7.4,3.7,0.8,102118.0
72,4.0,7.0,135.6,14.1,9.0,3.0,0.0,103066.2
73,3.9,8.1,156.0,17.3,9.4,4.9,0.1,103191.7
74,3.9,9.1,161.6,21.8,10.1,3.6,0.0,103138.9
75,5.1,9.0,173.4,20.4,14.5,6.5,0.0,102769.3
76,4.0,9.6,177.0,13.4,13.8,7.7,0.0,102474.1
77,8.1,0.2,46.4,14.8,13.1,12.1,3.2,102375.4
78,7.1,4.7,115.5,15.1,10.2,4.9,0.1,102093.0
79,8.0,0.3,51.9,13.3,10.4,5.8,-0.0,101569.5
80,5.1,7.2,156.1,12.7,10.7,8.6,0.0,102010.0
81,5.8,0.9,85.1,13.1,8.2,3.3,0.1,102344.0
82,6.0,2.1,93.4,10.0,10.5,8.9,1.0,101662.3
83,4.0,4.5,134.4,9.7,6.9,2.8,1.5,102581.5
84,4.9,6.6,155.7,10.5,5.3,1.2,0.1,103093.6
85,4.9,5.1,137.7,12.2,5.7,1.6,0.0,102797.6
86,4.9,2.4,109.1,13.9,8.4,4.8,0.0,102777.8
87,5.0,5.4,144.0,17.0,6.8,0.4,0.0,103397.6
88,3.2,10.8,208.5,18.2,11.2,4.9,0.0,103542.2
89,0.0,9.7,206.8,21.5,12.2,5.7,-0.0,103238.5
90,3.1,9.0,188.4,17.6,12.9,3.8,0.3,101904.0
91,7.2,1.9,96.5,9.8,13.1,7.8,5.8,100249.3
92,5.0,6.0,167.3,8.5,5.1,0.8,0.2,100597.9
93,2.1,9.5,203.6,10.8,4.0,-0.7,0.0,101726.3
94,0.9,11.4,230.2,11.8,5.1,-1.9,0.0,101802.9
95,0.9,11.1,229.5,13.1,5.7,-0.3,0.0,101373.1
96,3.0,10.2,206.7,10.8,8.3,3.6,0.1,101721.1
97,2.9,10.1,212.2,11.6,7.1,2.5,0.0,102430.1
98,1.9,11.3,237.8,14.8,5.9,0.7,0.0,102023.7
99,6.0,4.3,143.1,15.9,9.4,3.9,-0.0,101293.7
100,6.0,5.5,158.7,15.7,10.0,4.6,0.0,101556.6
101,7.0,4.2,136.7,8.6,13.2,9.8,3.1,101543.9
102,6.0,2.9,137.9,10.3,8.3,7.7,7.6,100768.8
103,5.2,5.1,171.9,13.1,5.6,0.8,0.5,100653.4
104,4.0,9.7,230.1,12.3,8.3,3.8,0.1,100747.3
105,4.0,9.2,224.3,12.4,7.5,2.3,2.4,101457.6
106,5.0,9.1,216.1,12.6,6.5,1.4,3.2,101595.1
107,5.0,9.2,213.6,13.0,7.5,1.8,2.0,101644.9
108,6.0,6.2,191.7,13.0,8.8,4.9,0.8,100819.8
109,7.1,3.3,138.9,16.5,8.0,3.1,0.9,101251.9
110,5.8,7.3,201.0,16.3,11.7,7.8,3.2,101327.0
111,6.1,4.1,156.3,17.9,12.0,8.2,0.1,101245.6
112,3.8,7.8,221.5,18.3,12.0,7.4,0.1,101542.5
113,2.2,11.5,256.0,21.0,12.9,6.1,0.0,101750.2
114,1.9,10.8,251.1,14.4,12.7,4.5,0.1,102270.8
115,7.0,0.3,85.6,14.5,11.2,7.5,0.7,101921.9
116,3.0,12.8,278.4,18.1,9.1,4.6,-0.0,102470.7
117,1.9,13.1,286.3,22.4,10.5,3.4,0.2,102914.3
118,1.0,13.2,285.4,23.5,14.7,6.1,0.0,102790.4
119,1.9,13.5,293.9,24.1,16.7,10.9,0.1,102868.0
120,0.8,13.4,298.9,25.8,17.3,11.9,-0.0,103075.5
121,-0.0,14.0,295.0,28.4,17.7,8.7,-0.0,103187.5
122,1.1,12.9,289.3,27.1,20.0,11.4,0.0,102782.0
123,0.1,14.0,298.2,27.2,19.2,11.2,0.0,102475.5
124,0.0,13.4,292.8,26.4,19.0,11.6,0.0,102081.4
125,1.0,12.8,293.3,18.0,18.4,11.4,0.3,101617.8
126,3.1,11.2,271.8,18.8,13.3,8.7,0.0,101620.1
127,2.9,10.5,265.7,16.2,13.0,6.8,0.1,101609.5
128,7.0,0.2,91.7,15.7,12.4,10.2,1.3,101541.6
129,6.0,4.0,170.1,14.3,11.1,6.7,2.5,101172.7
130,7.1,0.2,104.2,16.2,10.4,6.3,0.1,101161.1
131,6.0,3.8,169.7,16.8,13.3,9.8,0.0,101256.3
132,4.8,4.9,192.3,20.6,12.6,7.2,0.0,101613.9
133,4.9,7.9,230.2,22.8,13.8,7.5,0.0,101585.2
134,6.0,12.5,291.9,20.7,17.0,12.4,0.2,101303.4
135,5.0,5.3,192.0,21.4,16.5,10.8,0.2,101585.4
136,3.9,12.9,306.2,15.1,15.1,7.2,0.0,101926.8
137,6.0,4.6,179.3,16.5,11.9,9.6,0.2,102461.8
138,4.2,12.5,301.4,19.3,11.5,6.7,0.0,102412.3
139,4.9,7.3,223.8,20.9,12.8,6.7,0.0,102162.1
140,6.0,7.1,229.2,18.8,14.7,8.7,0.0,101813.9
141,2.1,12.9,311.8,21.9,12.5,6.2,0.0,102038.6
142,3.9,8.5,243.3,19.6,14.4,6.9,0.1,101867.3
143,2.8,13.9,322.0,17.5,14.4,10.2,0.0,102159.5
144,4.2,13.4,315.3,18.0,12.1,5.5,-0.0,102686.5
145,1.9,14.9,341.6,21.8,11.6,6.5,-0.0,102755.9
146,3.1,13.3,316.3,21.6,13.7,5.8,0.1,102828.8
147,5.0,10.8,287.1,21.3,16.2,9.8,0.3,103006.6
148,6.9,1.1,117.8,18.9,16.5,11.0,0.0,102501.0
149,6.7,0.1,93.7,24.5,15.2,11.5,0.1,101960.3
150,7.0,12.9,316.1,23.8,18.5,12.1,0.0,101947.1
151,7.0,2.5,153.3,18.7,17.8,12.7,5.4,101288.1
152,6.0,6.2,234.3,17.1,14.2,9.9,0.0,100861.7
153,6.0,1.6,126.7,18.5,14.7,11.8,1.9,100510.7
154,4.2,12.9,314.2,16.1,13.2,7.2,0.0,100888.4
155,5.0,0.2,101.9,16.9,11.9,7.9,1.6,100966.1
156,6.0,1.1,125.5,18.3,13.6,10.3,0.0,100658.0
157,6.1,3.3,176.3,15.8,11.8,6.0,1.6,100612.4
158,6.0,2.2,155.2,19.8,11.1,7.1,3.6,100798.7
159,6.0,6.7,234.5,19.6,14.4,8.8,0.7,101280.8
160,6.0,5.3,208.1,14.3,15.8,11.9,0.2,101968.4
161,6.8,0.2,80.9,14.5,12.8,11.8,0.1,102207.0
162,6.9,-0.0,77.6,15.4,11.0,7.8,0.0,102207.2
163,7.0,0.3,90.1,17.7,12.0,9.6,0.0,102449.7
164,8.0,0.1,79.4,20.2,14.2,11.0,0.3,102140.0
165,6.0,1.2,136.0,21.8,14.7,10.5,-0.0,102087.2
166,7.0,0.8,113.1,24.3,16.1,11.6,0.0,101808.8
167,7.1,6.9,240.0,19.5,17.7,10.9,0.0,101342.8
168,5.9,4.8,194.6,22.1,16.6,12.7,1.3,100837.8
169,4.0,10.9,289.8,21.2,17.6,12.3,0.0,100874.2
170,4.0,11.0,295.3,15.9,15.8,9.6,1.3,100833.4
171,6.0,3.9,188.1,20.8,13.5,11.5,11.0,99942.5
172,5.0,6.4,221.5,18.6,15.4,10.5,2.3,99919.9
173,4.0,7.5,228.9,18.2,15.0,11.2,4.7,101237.4
174,4.9,4.8,202.6,24.2,14.0,9.3,-0.0,101971.0
175,6.9,2.4,162.7,23.2,19.2,14.8,0.0,102087.5
176,6.9,1.5,135.7,25.0,19.6,15.8,0.0,101824.4
177,6.1,7.1,234.3,20.3,20.8,15.7,0.1,101294.8
178,5.0,4.2,193.6,23.4,15.3,10.2,0.0,101591.5
179,5.0,8.1,257.8,21.4,17.1,9.7,1.2,101539.2
180,6.2,7.8,242.3,18.2,18.0,15.1,2.1,100713.3
181,5.9,3.7,179.8,19.3,16.1,12.7,0.0,100622.4
182,5.1,9.4,269.8,19.9,13.9,8.5,-0.0,101328.7
183,3.0,10.6,291.1,18.0,13.7,7.7,2.2,101438.5
184,7.0,1.8,149.1,18.6,14.2,11.3,2.8,100734.5
185,5.1,2.8,155.7,20.0,15.0,11.7,0.6,100072.4
186,5.7,5.0,202.2,23.5,14.2,8.5,1.7,101865.6
187,8.1,1.6,131.1,26.6,18.2,12.0,0.0,101594.7
188,5.1,9.4,258.3,18.3,21.7,16.3,0.0,101286.6
189,4.8,2.5,150.1,20.0,15.4,11.8,0.0,101521.1
190,4.2,8.6,259.0,26.9,14.9,10.6,0.2,102563.1
191,0.9,15.1,341.7,27.7,18.4,9.2,0.0,102784.6
192,1.9,9.9,268.2,26.8,21.6,15.5,0.1,102571.5
193,1.0,15.2,340.5,24.5,21.0,14.3,0.2,102244.3
194,1.0,15.1,337.2,31.5,18.4,13.3,0.0,101967.0
195,4.1,10.9,285.8,25.4,21.7,12.7,-0.0,101858.5
196,5.1,3.8,174.3,26.1,20.8,16.5,0.0,102235.1
197,3.9,6.4,219.3,27.3,20.4,14.5,0.2,102717.5
198,0.9,14.6,319.6,30.2,21.1,14.2,0.4,102722.4
199,0.0,14.5,327.8,31.5,21.9,13.8,-0.0,102359.4
200,0.0,14.2,314.3,32.4,23.6,15.7,0.1,102152.0
201,1.0,12.4,306.4,24.2,25.0,17.9,-0.0,102204.9
202,0.8,11.4,295.4,23.8,19.4,15.3,0.0,102665.9
203,3.1,12.3,285.5,24.1,18.8,13.3,0.0,102650.3
204,1.9,14.0,315.4,26.2,18.0,11.8,0.1,102463.0
205,2.0,14.0,328.1,24.1,18.2,11.7,0.1,102184.3
206,2.9,10.5,272.2,26.6,18.4,11.9,0.2,101766.2
207,6.1,0.9,111.1,25.9,21.2,15.2,0.2,101166.6
208,5.0,7.3,217.3,25.3,20.6,15.0,0.0,101606.4
209,5.0,6.1,210.2,23.8,19.4,12.7,0.3,102121.3
210,5.9,2.2,138.1,28.1,20.8,17.0,-0.0,102200.6
211,4.0,8.1,237.2,32.4,21.1,14.7,-0.0,102465.2
212,1.0,13.9,304.2,34.3,23.6,14.9,0.2,102588.3
213,0.8,12.1,283.0,36.5,25.4,18.1,0.2,102387.5
214,0.1,12.8,285.8,34.0,27.7,18.1,0.0,102082.8
215,1.9,13.4,301.6,24.1,27.3,19.6,0.0,102021.3
216,4.9,9.1,240.6,22.1,19.7,15.3,0.0,102099.5
217,4.0,8.3,221.4,21.4,17.2,11.9,0.1,102296.5
218,5.0,6.9,207.4,26.0,16.4,11.4,0.0,102582.7
219,6.0,10.0,250.3,27.8,19.0,11.2,0.0,102487.0
220,4.0,12.9,284.5,28.5,20.7,14.0,0.2,102308.5
221,6.0,6.7,208.2,27.9,21.0,14.8,0.0,102131.5
222,7.0,10.1,246.2,29.5,21.0,14.5,0.0,101776.5
223,4.1,12.5,275.3,26.2,22.3,16.2,-0.0,101279.2
224,4.0,9.8,244.2,23.7,20.4,13.2,0.0,101286.7
225,5.9,1.1,109.3,23.7,19.1,14.9,0.0,101200.9
226,5.8,0.9,107.2,21.2,19.6,15.9,3.5,100643.2
227,3.0,12.0,265.8,20.5,17.8,13.6,0.0,101051.9
228,5.0,9.0,224.5,18.1,15.4,10.8,5.1,101787.4
229,7.1,0.0,60.9,22.3,15.2,12.1,8.5,101701.1
230,7.8,0.3,75.1,21.4,19.2,15.1,5.6,101391.1
231,6.0,10.5,236.2,22.0,17.4,13.2,0.1,101721.8
232,6.1,7.2,195.6,26.8,18.3,14.6,0.3,102405.2
233,2.9,8.8,222.5,27.6,19.5,13.1,0.1,102651.9
234,5.1,3.9,148.0,27.8,22.7,17.7,0.1,102572.9
235,2.8,7.2,195.5,27.6,22.9,17.6,0.0,101839.4
236,4.9,7.3,201.7,27.3,22.7,16.8,0.2,101779.9
237,4.8,5.2,163.5,25.6,21.9,16.9,0.2,101826.6
238,5.1,3.0,137.4,27.8,20.2,14.9,0.0,101810.4
239,3.9,11.3,240.3,30.2,21.4,15.8,-0.0,101895.3
240,6.1,9.1,208.6,21.8,23.0,15.7,3.9,101182.7
241,2.9,10.9,234.8,21.3,16.4,11.2,0.2,101573.1
242,6.0,4.2,137.8,23.9,16.0,10.4,0.0,101681.7
243,6.0,5.3,154.6,26.0,18.5,14.0,-0.0,101926.3
244,6.0,8.4,186.7,24.4,19.6,14.0,0.0,102068.4
245,4.8,3.0,116.5,21.1,18.8,12.5,0.0,101842.7
246,5.0,7.5,182.2,21.1,16.1,11.0,0.0,101602.0
247,7.0,1.9,89.9,18.7,14.7,8.4,0.0,101382.4
248,5.0,9.3,188.8,20.2,15.6,12.5,0.2,101107.3
249,6.0,7.6,179.2,19.3,15.7,11.7,0.1,101406.3
250,5.1,5.9,145.2,22.0,14.1,9.0,0.2,102372.2
251,2.0,11.1,205.1,21.1,14.5,7.6,0.2,102917.9
252,5.1,6.1,156.2,22.1,14.8,9.4,0.1,102731.2
253,4.9,8.0,170.1,21.2,16.5,11.2,-0.0,102679.7
254,4.0,10.6,201.9,22.3,16.9,12.1,0.1,102779.8
255,2.0,8.1,174.8,22.6,16.3,10.9,-0.0,102646.9
256,4.0,4.7,122.8,19.7,16.5,10.7,0.0,102609.4
257,5.0,7.4,160.5,18.5,16.3,11.8,0.0,102847.0
258,7.0,0.6,62.2,15.8,15.4,12.0,0.2,102548.2
259,5.0,2.0,83.2,22.9,13.3,11.0,1.9,102036.5
260,7.0,2.9,110.2,17.6,14.9,7.2,1.7,102054.4
261,4.9,6.8,147.7,15.2,16.1,14.9,0.2,101073.4
262,6.0,0.3,60.2,16.5,10.6,6.0,0.5,101050.0
263,5.0,8.6,156.1,14.8,13.2,9.2,2.1,100487.0
264,7.0,1.0,55.8,16.7,12.3,9.1,0.0,100093.8
265,4.9,1.8,82.2,16.8,11.8,7.5,1.8,100093.7
266,3.2,8.8,158.9,16.8,11.1,4.9,0.5,100592.8
267,5.0,9.8,174.6,17.2,12.5,8.6,0.2,101467.1
268,4.1,8.2,154.3,17.6,12.1,6.7,0.2,102484.3
269,5.0,8.0,141.3,20.6,11.3,5.4,0.0,102797.3
270,2.9,10.2,160.7,17.9,13.5,5.6,0.0,102466.3
271,7.0,0.0,60.5,21.4,13.7,9.8,8.0,101241.7
272,7.0,0.9,64.3,18.1,17.3,13.9,8.7,100538.5
273,4.9,8.8,143.1,19.8,11.7,6.8,0.0,101670.2
274,6.9,5.3,116.6,15.5,15.4,10.9,0.4,101414.7
275,6.0,0.8,56.2,16.8,15.1,14.5,4.8,100492.0
276,3.0,8.0,144.2,17.3,11.0,5.5,3.0,101889.9
277,7.9,0.1,39.8,18.0,14.4,10.3,0.2,101824.7
278,6.0,1.0,60.3,13.8,16.0,13.2,0.1,100699.8
279,2.2,8.4,134.4,14.0,10.3,6.1,0.1,101665.2
280,2.0,9.0,146.0,15.5,7.8,1.1,0.0,102801.0
281,6.0,0.6,47.3,19.3,10.1,4.7,-0.0,102360.2
282,6.0,2.9,76.7,18.3,14.7,10.9,0.2,102182.6
283,5.0,4.4,96.1,24.6,15.5,12.5,0.0,101671.0
284,0.9,8.6,131.4,24.8,16.3,8.0,0.0,101242.6
285,2.7,6.5,108.4,21.5,18.1,13.1,0.0,100977.2
286,5.8,6.3,105.1,21.2,18.1,15.2,0.0,101426.9
287,6.0,0.9,60.2,19.5,18.0,14.3,1.1,100274.0
288,4.8,9.2,119.0,17.5,16.6,13.2,0.0,100984.1
289,6.1,0.1,48.8,16.3,15.0,11.9,14.1,100737.3
290,8.1,0.0,29.3,17.9,15.2,14.1,0.2,100538.8
291,7.0,3.3,67.2,19.3,15.1,12.4,0.0,100761.8
292,4.1,4.5,83.6,15.1,14.7,10.0,0.2,101423.2
293,6.9,0.3,17.4,13.0,13.9,12.7,0.3,101829.3
294,6.7,0.2,33.7,17.5,11.6,9.6,0.0,101616.1
295,5.1,4.3,72.9,16.3,12.4,7.8,0.0,100956.0
296,6.1,1.0,42.0,16.5,12.6,9.1,1.4,100695.0
297,4.0,5.1,82.1,12.9,11.8,8.0,8.1,100249.4
298,6.1,2.3,59.4,13.5,12.0,10.5,6.8,99249.0
299,6.0,3.2,67.0,11.9,10.2,6.8,6.5,99183.7
300,6.0,1.0,42.3,10.8,10.2,9.7,0.2,97986.3
301,4.1,2.4,58.1,14.1,7.4,3.5,2.0,98343.5
302,2.0,6.2,83.4,14.5,8.9,4.7,0.0,98773.3
303,3.9,5.5,71.4,12.7,10.6,7.7,0.2,99196.2
304,1.9,8.5,95.5,9.9,9.4,4.8,0.0,100077.0
305,7.1,2.5,49.3,10.0,7.2,4.6,0.2,100376.9
306,2.1,5.8,77.9,9.9,6.7,3.0,0.1,101158.0
307,4.0,5.1,69.5,10.4,6.6,3.4,-0.0,101662.8
308,2.9,5.0,66.0,11.5,6.8,2.9,0.2,102386.5
309,3.0,5.7,74.8,10.3,6.8,2.7,0.1,103128.1
310,5.2,3.0,56.9,8.6,8.0,4.5,0.3,103187.2
311,2.8,5.7,74.6,13.3,5.1,2.6,-0.0,102567.1
312,7.0,-0.0,24.2,14.9,7.8,2.5,0.4,101841.2
313,6.9,0.4,24.7,12.7,10.2,5.3,1.6,101524.3
314,6.0,-0.0,14.2,14.8,10.2,6.5,1.0,101972.9
315,8.3,-0.0,19.3,16.0,12.2,9.3,0.3,102122.7
316,7.0,0.5,26.7,14.5,13.6,12.4,2.2,101674.8
317,5.9,2.0,40.4,14.4,11.9,10.5,0.3,101300.3
318,6.0,1.6,29.9,16.6,12.0,9.7,0.3,102223.3
319,7.9,0.0,19.2,15.2,12.7,8.8,0.2,101839.1
320,7.0,2.3,41.2,12.0,14.5,13.1,1.8,101247.4
321,4.0,6.0,67.0,9.5,10.1,8.8,-0.0,101323.3
322,6.1,0.1,28.6,8.6,7.2,4.9,2.1,100762.9
323,4.1,3.2,43.7,6.3,5.4,3.8,0.0,99309.6
324,6.1,1.3,26.4,4.2,4.0,0.8,0.7,100124.5
325,6.9,0.2,22.6,7.6,3.7,1.5,0.1,101280.2
326,6.8,1.5,36.0,7.0,4.5,1.3,3.7,100553.6
327,7.0,0.4,21.3,9.0,5.0,2.9,0.4,98314.9
328,4.9,5.4,59.8,7.9,5.2,2.0,6.0,99292.4
329,7.9,0.1,6.5,8.8,5.8,4.2,1.8,100095.5
330,6.0,0.9,21.6,8.0,6.7,5.6,0.1,101406.4
331,4.9,1.1,29.0,8.3,5.2,2.5,-0.0,102215.2
332,7.0,0.1,17.5,7.7,6.0,4.5,0.0,102422.8
333,6.0,1.1,25.9,8.4,6.3,4.6,0.0,102850.7
334,7.1,0.0,8.6,4.7,6.9,5.1,0.2,103538.8
335,6.9,0.4,11.0,7.3,4.9,3.7,0.0,103537.8
336,7.1,-0.0,6.9,8.6,6.3,4.6,0.1,102948.4
337,3.1,6.5,51.0,8.3,4.4,-0.6,0.1,103097.3
338,1.9,6.0,48.3,6.1,4.9,2.3,0.0,103469.8
339,5.9,0.1,6.4,7.9,2.2,-1.6,0.1,103188.8
340,6.1,4.3,42.9,2.9,3.0,-1.2,1.6,101051.5
341,8.2,0.0,11.5,6.7,1.8,1.3,3.1,99095.6
342,7.2,2.4,31.4,6.8,2.9,-1.3,6.6,100044.5
343,8.0,0.0,17.0,8.9,3.2,0.7,0.2,100423.0
344,7.0,0.6,21.6,5.9,7.6,5.7,1.1,101326.7
345,4.2,4.0,25.7,6.6,4.9,4.3,0.0,101361.4
346,4.0,3.2,32.6,2.5,4.6,2.4,0.0,102538.2
347,5.0,1.9,27.6,4.4,1.2,-0.0,0.0,103030.3
348,5.0,0.1,15.5,4.3,-0.3,-4.4,0.6,102944.0
349,7.1,1.7,29.1,2.9,0.5,-2.5,0.0,103307.0
350,6.0,0.0,7.9,2.6,1.2,-1.3,0.3,102993.9
351,8.1,0.0,12.2,4.8,1.3,1.5,0.2,102162.9
352,5.0,1.7,31.4,9.6,3.0,1.2,0.0,102504.6
353,6.9,0.0,0.6,11.6,4.6,-0.9,4.5,101980.1
354,7.9,0.1,8.4,11.6,7.8,4.3,0.0,101340.3
355,7.9,0.1,10.7,9.2,10.1,9.0,0.2,101647.3
356,7.0,0.8,17.1,10.3,9.1,8.7,1.4,101583.5
357,5.0,2.0,20.0,9.6,8.7,8.3,1.3,101193.9
358,5.0,0.0,10.5,12.8,7.0,3.5,14.1,99782.8
359,6.3,0.0,16.9,7.4,8.1,3.4,4.4,99226.0
360,3.0,6.1,43.9,11.3,5.6,4.2,0.0,100245.0
361,6.9,0.3,11.2,9.3,7.0,3.0,5.4,100292.8
362,7.1,0.0,9.2,10.3,7.4,6.2,6.6,99960.9
363,2.9,5.0,41.8,9.3,5.9,2.8,0.4,101358.9
364,5.9,1.5,24.5,13.2,6.6,4.0,1.2,101202.0
365,5.1,1.4,31.5,13.3,6.4,0.6,5.9,100943.8
366,7.0,0.7,19.7,9.7,6.9,1.3,7.7,99776.0
367,5.0,1.0,19.4,9.1,7.6,6.1,3.6,100371.9
368,2.9,1.8,20.5,9.4,5.4,2.1,5.6,100600.1
369,5.0,3.4,40.9,8.7,6.3,2.3,1.7,99897.4
370,4.1,3.9,44.0,8.3,6.1,3.9,6.4,99816.4
371,5.0,5.1,45.4,11.6,6.7,3.8,0.1,99769.1
372,5.9,0.0,11.3,11.3,8.0,3.8,7.7,99665.4
373,5.9,2.4,38.5,9.6,7.4,3.4,15.9,99663.8
374,7.0,1.2,28.3,7.9,7.1,5.0,3.8,99783.1
375,3.0,2.7,36.2,6.5,5.7,3.6,1.8,100879.2
376,5.0,4.9,45.0,6.3,3.4,0.7,0.0,102142.6
377,0.1,7.5,67.2,6.0,2.1,-2.1,0.0,103627.4
378,3.0,7.2,58.9,4.1,1.5,-2.9,0.3,103578.1
379,2.2,7.3,61.5,6.5,2.0,0.0,0.1,102578.2
380,0.9,6.3,59.8,7.7,2.9,-1.8,0.1,102229.6
381,8.1,0.4,14.9,9.2,4.1,-0.2,0.1,102173.2
382,7.9,0.2,17.5,7.6,7.6,5.9,6.2,102268.0
383,3.8,5.9,54.4,9.9,4.8,1.3,0.2,102821.8
384,6.9,0.2,14.2,9.6,6.0,1.5,-0.0,103550.8
385,4.2,6.0,59.9,6.0,7.2,5.3,0.0,103794.3
386,6.2,0.1,15.9,5.5,3.7,2.3,0.1,104061.9
387,7.0,0.0,17.0,4.2,4.3,2.7,0.0,103939.4
388,8.2,0.0,19.9,3.1,3.2,1.5,0.0,103701.1
389,8.2,0.0,18.8,3.7,2.2,0.7,0.0,103462.0
390,8.0,-0.0,14.5,3.3,2.0,1.3,-0.0,103546.4
391,8.0,0.1,16.5,4.8,2.1,1.1,-0.0,103651.2
392,7.9,0.0,24.8,2.0,3.9,2.2,0.1,103051.8
393,8.0,0.0,22.2,2.4,1.1,0.6,0.0,102600.2
394,8.1,0.1,16.3,3.5,1.3,0.0,-0.0,102534.0
